name,hiredate,08depcode,08job,eightsal,eightOT,eightcals,eightTotal,09depcode,09job,ninesal,nineOT,ninecals,nineTotal,10depcode,10job,tensal,tenOT,tencals,tenTotal,11depcode,11job,elevensal,elevenOT,elevencals,elevenTotal,12depcode,12job,twelvesal,twelveOT,twelvecals,twelveTotal,13depcode,13job,thirteensal,thirteenOT,thirteencals,thirteenTotal
p882,8/5/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,43730.96,2725.29,2725.29,46456.25,1,Police Officer                                    ,43730.96,2580.77,2580.77,46311.73,1,Police Officer                                    ,43730.96,3122.17,3122.17,46853.13,1,Police Officer                                    ,45470.44,1292.08,1292.08,46762.52
p883,8/18/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3058.41,3058.41,42448.41,1,Police Officer                                    ,39390,7477.93,7477.93,46867.93,1,Police Officer                                    ,39390,5139.16,5139.16,44529.16,1,Police Officer                                    ,40918.18,1999.19,1999.19,42917.37
p884,8/18/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,179.91,179.91,39569.91,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p885,9/3/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,925.07,925.07,37425.07,1,Police Officer                                    ,39390,364.55,364.55,39754.55,1,Police Officer                                    ,39390,897.18,897.18,40287.18,1,Police Officer                                    ,40377.34,1121.88,1121.88,41499.22
p886,9/3/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,5472.92,5472.92,44862.92,1,Police Officer                                    ,39390,4246.71,4246.71,43636.71,1,Police Officer                                    ,39390,2310.4,2310.4,41700.4,1,Police Officer                                    ,36648.52,7820.12,7820.12,44468.64
p887,9/8/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2487.93,2487.93,41877.93,1,Police Officer                                    ,39390,752.77,752.77,40142.77,1,Police Officer                                    ,39390,260.4,260.4,39650.4,1,Police Officer                                    ,40589.81,2357.45,2357.45,42947.26
p888,9/8/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2786.19,2786.19,42176.19,1,Police Officer                                    ,39390,1072.34,1072.34,40462.34,1,Police Officer                                    ,39390,2864.28,2864.28,42254.28,1,Police Officer                                    ,40990.59,231.78,231.78,41222.37
p889,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1475.03,1475.03,40865.03,1,Police Officer                                    ,39390,2506.86,2506.86,41896.86,1,Police Officer                                    ,39390,795.55,795.55,40185.55,1,Police Officer                                    ,40179.36,5415.97,5415.97,45595.33
p890,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2452.42,2452.42,41842.42,1,Police Officer                                    ,39390,4585.25,4585.25,43975.25,1,Police Officer                                    ,39390,4639.68,4639.68,44029.68,1,Police Officer                                    ,39794.23,1720.51,1720.51,41514.74
p891,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2892.72,2892.72,42282.72,1,Police Officer                                    ,39390,1744.65,1744.65,41134.65,1,Police Officer                                    ,39390,511.32,511.32,39901.32,1,N/A,0,0,NaN,0
p892,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1418.81,1418.81,40808.81,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p893,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,7231.71,7231.71,46621.71,1,Police Officer                                    ,39390,3708.63,3708.63,43098.63,1,Police Officer                                    ,39390,2556.65,2556.65,41946.65,1,Police Officer                                    ,40275.94,2536.7,2536.7,42812.64
p894,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,314.84,314.84,39704.84,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p895,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3221.76,3221.76,42611.76,1,Police Officer                                    ,39390,4348.51,4348.51,43738.51,1,Police Officer                                    ,39390,3548.42,3548.42,42938.42,1,Police Officer                                    ,40175.88,2812.9,2812.9,42988.78
p896,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2102.05,2102.05,41492.05,1,Police Officer                                    ,39390,4914.28,4914.28,44304.28,1,Police Officer                                    ,39390,2452.41,2452.41,41842.41,1,Police Officer                                    ,40580.16,4330.52,4330.52,44910.68
p897,9/15/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,4363.81,4363.81,43753.81,1,Police Officer                                    ,39390,4519.84,4519.84,43909.84,1,Police Officer                                    ,39390,5404.91,5404.91,44794.91,1,Police Officer                                    ,40720.19,21563.13,21563.13,62283.32
p898,9/22/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,44798.91,4763.61,4763.61,49562.52,1,Police Officer                                    ,44798.91,18899.05,18899.05,63697.96,1,Police Officer                                    ,44798.91,17464.95,17464.95,62263.86,1,N/A,0,0,NaN,0
p899,9/22/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,7908.73,7908.73,47298.73,1,Police Officer                                    ,39390,6171.22,6171.22,45561.22,1,Police Officer                                    ,39390,9617.8,9617.8,49007.8,1,Police Officer                                    ,33956.09,3824.58,3824.58,37780.67
p900,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2047.63,2047.63,41437.63,1,Police Officer                                    ,39390,2551.83,2551.83,41941.83,1,Police Officer                                    ,39390,2310.41,2310.41,41700.41,1,Police Officer                                    ,40425.63,2438.63,2438.63,42864.26
p901,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2092.61,2092.61,41482.61,1,Police Officer                                    ,39390,3021.81,3021.81,42411.81,1,Police Officer                                    ,39390,1720.95,1720.95,41110.95,1,Police Officer                                    ,40671.9,2087.87,2087.87,42759.77
p902,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3804.11,3804.11,43194.11,1,Police Officer                                    ,39390,3368.49,3368.49,42758.49,1,Police Officer                                    ,39390,1062.88,1062.88,40452.88,1,Police Officer                                    ,40419.15,651.92,651.92,41071.07
p903,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,492.28,492.28,36992.28,1,Police Officer                                    ,39390,2170.74,2170.74,41560.74,1,Police Officer                                    ,39390,3037.12,3037.12,42427.12,1,Police Officer                                    ,40787.79,2402.44,2402.44,43190.23
p904,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3772.52,3772.52,43162.52,1,Police Officer                                    ,39390,4710.81,4710.81,44100.81,1,Police Officer                                    ,39390,2515.47,2515.47,41905.47,1,Police Officer                                    ,40411.14,9128.89,9128.89,49540.03
p905,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1287.74,1287.74,40677.74,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p906,9/29/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,2980.18,2980.18,42370.18,1,Police Officer                                    ,39390,3720.43,3720.43,43110.43,1,Police Officer                                    ,39390,4715.2,4715.2,44105.2,1,Police Officer                                    ,41000.27,4419.15,4419.15,45419.42
p907,9/30/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,3020.53,3020.53,42410.53,1,Police Officer                                    ,39390,930.32,930.32,40320.32,1,Police Officer                                    ,39390,1413.24,1413.24,40803.24,1,Police Officer                                    ,39850.98,898.2,898.2,40749.18
p908,10/1/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,39390,1668.87,1668.87,41058.87,1,Police Officer                                    ,39390,2073.65,2073.65,41463.65,1,Police Officer                                    ,39390,1122.08,1122.08,40512.08,1,Police Officer                                    ,40671.9,1603.22,1603.22,42275.12
p909,10/13/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,43730.96,31.54,31.54,43762.5,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p910,10/20/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Operations Officer I                              ,23724.09,102.66,102.66,23826.75,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p911,10/20/2008,1,N/A,0,0,0,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Support Technician                                ,21131.98,186.14,186.14,21318.12
p912,10/20/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,41672.42,1980.94,1980.94,43653.36,1,Police Officer                                    ,41672.42,1101.57,1101.57,42773.99,1,Police Officer                                    ,41672.42,490.85,490.85,42163.27,1,Police Officer                                    ,39474.52,1461.14,1461.14,40935.66
p913,11/8/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Animal Caretaker                                  ,19412.07,1494.53,1494.53,20906.6,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p914,12/22/2008,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Support Technician                                ,27512.13,3920.07,3920.07,31432.2,1,Support Technician                                ,27512.13,347.21,347.21,27859.34,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p915,1/20/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3985.81,3985.81,40485.81,1,Police Officer                                    ,39390,2944.8,2944.8,42334.8,1,Police Officer                                    ,39390,2587.35,2587.35,41977.35,1,Police Officer                                    ,40498.07,4204.85,4204.85,44702.92
p916,1/20/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Officer                                    ,41672.42,2764.8,2764.8,44437.22,1,Police Officer                                    ,41672.42,3408.38,3408.38,45080.8,1,Police Officer                                    ,41672.42,2955.12,2955.12,44627.54,1,Police Officer                                    ,42090.7,3211.41,3211.41,45302.11
p917,1/20/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2566.09,2566.09,39066.09,1,Police Officer                                    ,39390,1477.15,1477.15,40867.15,1,Police Officer                                    ,39390,935.06,935.06,40325.06,1,Police Officer                                    ,13334.28,574.66,574.66,13908.94
p918,1/20/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,3129.33,3129.33,39629.33,1,Police Officer                                    ,39390,3664.4,3664.4,43054.4,1,Police Officer                                    ,39390,1765.93,1765.93,41155.93,1,Police Officer                                    ,40425.63,1956.7,1956.7,42382.33
p919,1/20/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2338.69,2338.69,38838.69,1,Police Officer                                    ,39390,2128.12,2128.12,41518.12,1,Police Officer                                    ,39390,4885.86,4885.86,44275.86,1,Police Officer                                    ,40333.88,15696.33,15696.33,56030.21
p920,2/9/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,2035.71,2035.71,38535.71,1,Police Officer                                    ,39390,355.08,355.08,39745.08,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0
p921,2/9/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1320.96,1320.96,37820.96,1,Police Officer                                    ,39390,1254.62,1254.62,40644.62,1,Police Officer                                    ,39390,1015.55,1015.55,40405.55,1,Police Officer                                    ,40869.88,1284.49,1284.49,42154.37
p922,2/9/2009,1,N/A,0,0,NaN,0,1,N/A,0,0,NaN,0,1,Police Recruit                                    ,36500,1905.49,1905.49,38405.49,1,Police Officer                                    ,39390,2319.85,2319.85,41709.85,1,Police Officer                                    ,39390,2630.96,2630.96,42020.96,1,Police Officer                                    ,40256.62,5928.61,5928.61,46185.23
